motif_id	motif_name	category	summary	related_deities	related_shrines	related_regions	related_clans	related_myths	earliest_sources	symbolic_meaning	ritual_meaning	political_meaning	archaeological_possible_relation	related_folklore	notes	verified_status	verification_dimension	verified_at	verified_by	verification_source
MOTIF-370	遠野物語	神話編集	柳田國男 1910	DEI-392	SHR-116	陸中	-	-	遠野物語	-	-	近代民俗学	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-371	古代研究	神話編集	折口信夫 1929	DEI-391	-	-	-	-	古代研究	-	-	まれびと論	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-372	南方熊楠全集	神話編集	南方熊楠	DEI-393	-	-	-	-	南方熊楠全集	-	-	博物学	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-373	神道集	神話編集	中世仏教説話	-	-	-	-	-	神道集	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-374	沙石集	神話編集	中世仏教説話	-	-	-	-	-	沙石集	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-375	神皇正統記	神話編集	北畠親房 1339	-	-	-	-	-	神皇正統記	-	-	中世皇統論	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-376	続日本紀	神話編集	編年正史	-	-	大和	-	-	続日本紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-377	日本後紀	神話編集	編年正史	-	-	大和	-	-	日本後紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-378	続日本後紀	神話編集	編年正史	-	-	大和	-	-	続日本後紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-379	日本文徳天皇実録	神話編集	編年正史	-	-	大和	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-380	日本三代実録	神話編集	編年正史(最終)	-	-	大和	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-381	延喜式神名帳	神話編集	2861 式内社	-	-	全国	-	-	延喜式	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-382	類聚三代格	神話編集	-	-	-	-	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-383	倭名類聚抄	神話編集	-	-	-	-	-	-	倭名類聚抄	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-384	和名抄	神話編集	-	-	-	-	-	-	-	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-385	新猿楽記	神話編集	-	-	-	-	-	-	-	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-386	高志国	地方	北陸古名	-	-	北陸	-	-	古事記|出雲国風土記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-387	高志のヌナカワヒメ	王権神話	大国主婚姻	DEI-022|DEI-001	-	高志	-	-	古事記	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-388	翡翠交易	物質	縄文〜古墳	-	-	糸魚川	-	-	発掘	-	-	縄文期広域交易	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-389	黒曜石交易	物質	縄文中期	-	-	信濃|伊豆	-	-	発掘	-	-	縄文期広域交易	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-390	縄文海進	地理	BCE 6500-5000	-	-	全国	-	-	地理学	-	-	-	-	-	HYP-001	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-391	縄文中期遺跡集中	遺跡	八ヶ岳南麓	-	-	信濃	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-392	井戸尻遺跡	遺跡	縄文中期	-	-	信濃	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-393	尖石遺跡	遺跡	縄文中期	-	-	信濃	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-394	棚畑遺跡	遺跡	縄文中期	-	-	信濃	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-395	三内丸山遺跡	遺跡	縄文中期	-	-	陸奥	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-396	大湯環状列石	遺跡	縄文後期	-	-	陸奥	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-397	忍路環状列石	遺跡	縄文後期	-	-	北海道	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-398	チカモリ遺跡	遺跡	縄文晩期	-	-	加賀	-	-	発掘	-	-	環状木柱列	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-399	真脇遺跡	遺跡	縄文晩期	-	-	能登	-	-	発掘	-	-	環状木柱列	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-400	縄文ヴィーナス	考古	縄文中期土偶	-	-	信濃	-	-	発掘	-	-	-	-	-	国宝	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-401	遮光器土偶	考古	縄文晩期	-	-	陸奥	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-402	合掌土偶	考古	縄文後期	-	-	陸奥	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-403	縄文蛇文土器	考古	縄文中期	-	-	信濃|新潟	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-404	縄文火炎土器	考古	縄文中期	-	-	新潟	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-405	縄文蛇形土製品	考古	縄文中期	-	-	諏訪	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-406	弥生稲作	物質	BCE 1000-	-	-	全国	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-407	弥生青銅器	考古	弥生前中期	-	-	全国	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-408	銅鐸文化圏	考古	弥生中後期	-	-	近畿|東海|中国	-	-	発掘	-	-	祭祀文化圏	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-409	銅剣文化圏	考古	弥生中期	-	-	出雲|九州	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-410	銅矛文化圏	考古	弥生	-	-	九州	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-411	弥生鉄器	考古	弥生後期	-	-	全国	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-412	古墳期鉄剣	考古	古墳前中期	-	-	全国	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-413	稲荷山鉄剣	考古	辛亥銘 471	-	-	武蔵	-	-	発掘	-	-	雄略朝	-	-	国宝	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-414	江田船山鉄刀	考古	5C	-	-	肥後	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-415	法隆寺金堂釈迦三尊像	考古	623	-	-	大和	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-416	那須国造碑	考古	700頃	-	-	下野	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-417	多賀城碑	考古	762	-	-	陸奥	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-418	四王寺山	考古	7C 防衛	-	-	筑紫	-	-	発掘	-	-	白村江後	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-419	大野城	考古	7C 防衛	-	-	筑紫	-	-	発掘	-	-	白村江後	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-420	白村江戦争	政治	663	-	-	朝鮮半島	-	-	書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-421	藤原京遷都	政治	694	-	-	大和	皇統	-	書紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-422	平城京遷都	政治	710	-	-	大和	皇統	-	続日本紀	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-423	平安京遷都	政治	794	-	-	山城	皇統	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-424	延暦寺開山	祭祀	788	-	SHR-014	近江	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-425	高野山開山	祭祀	816	DEI-213	-	紀伊	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-426	空海請来	政治	真言密教	DEI-213	-	山城	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-427	最澄請来	政治	天台宗	-	SHR-014	近江	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-428	平安仏教	祭祀	-	-	-	山城	-	-	-	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-429	末法思想	祭祀	平安末	-	-	山城	-	-	諸記録	-	-	浄土信仰	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-430	末法元年	政治	1052	-	-	山城	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-431	浄土信仰	祭祀	平安末	-	-	山城	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-432	阿弥陀来迎	祭祀	浄土信仰	-	-	山城|紀伊	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-433	平等院鳳凰堂	遺跡	藤原頼通	-	-	山城	藤原氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-434	院政期	政治	1086-1192	-	-	山城	皇統	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-435	白河院熊野詣	政治	院政期	-	SHR-005|090|091	紀伊	皇統	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-436	後白河院今様	政治	院政期	-	-	山城	皇統	-	梁塵秘抄	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-437	梁塵秘抄	神話編集	後白河院	-	-	山城	皇統	-	梁塵秘抄	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-438	保元の乱	政治	1156	-	-	山城	皇統|平氏|源氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-439	平治の乱	政治	1159	-	-	山城	平氏|源氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-440	治承寿永の乱	政治	1180-1185	-	-	全国	平氏|源氏	-	諸記録	-	-	平氏滅亡	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-441	源平合戦	政治	-	-	-	全国	平氏|源氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-442	平氏滅亡	政治	1185 壇ノ浦	-	-	長門	平氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-443	鎌倉幕府成立	政治	1192	-	-	相模(鎌倉)	源氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-444	承久の乱	政治	1221	-	-	全国	皇統|鎌倉幕府	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-445	元寇文永	政治	1274	-	-	筑前	皇統|鎌倉幕府	-	諸記録	-	-	神風祈願	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-446	元寇弘安	政治	1281	-	-	筑前	皇統|鎌倉幕府	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-447	伊勢神宮初の鎌倉将軍参拝	政治	-	-	SHR-002	伊勢	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-448	鎌倉鶴岡八幡分祀	祭祀	1063→1180	DEI-181	-	相模(鎌倉)	源氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-449	日蓮宗開祖	祭祀	1253	-	-	房総	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-450	浄土真宗	祭祀	親鸞	-	-	山城	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-451	時宗	祭祀	一遍	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-452	伊勢踊り	祭祀	近世	-	SHR-002	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-453	おかげ参り	祭祀	近世	-	SHR-002	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-454	伊勢講	祭祀	近世	-	SHR-002	全国	伊勢講	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-455	富士講	祭祀	近世	DEI-209	SHR-031	駿河	富士講	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-456	御嶽講	祭祀	近世	-	SHU-017	信濃	御嶽講	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-457	大師講	祭祀	近世	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-458	念仏講	祭祀	-	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-459	地蔵講	祭祀	-	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-460	弁天講	祭祀	-	-	厳島|竹生島|江島	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-461	稲荷講	祭祀	-	DEI-032	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-462	観音講	祭祀	-	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-463	西国33観音	巡礼	-	-	33 札所	近畿	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-464	坂東33観音	巡礼	-	-	33 札所	関東	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-465	秩父34観音	巡礼	-	-	34 札所	武蔵	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-466	四国88	巡礼	弘法大師	DEI-213	88 寺社	四国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-467	新四国88	巡礼	-	-	88 寺社	諸地	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-468	伊予46	巡礼	-	-	46 札所	伊予	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-469	七福神巡り	巡礼	近世	-	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-470	弁才天信仰	祭祀	中世以降	DEI-019|DEI-325	厳島|竹生島|江島	全国	-	-	中世神道	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-471	大黒天信仰	祭祀	中世以降	DEI-001|DEI-326	-	全国	-	-	中世神道	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-472	毘沙門天信仰	祭祀	-	DEI-327	-	全国	-	-	中世神道	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-473	七福神信仰	祭祀	近世	DEI-328	-	全国	-	-	諸民俗	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-474	八幡大菩薩信仰	祭祀	平安〜中世	DEI-181	SHR-016	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-475	八幡神武家信仰	祭祀	源氏鎌倉	DEI-181	-	全国	源氏	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-476	北辰信仰	祭祀	妙見	DEI-410	-	全国	-	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-477	妙見信仰	祭祀	-	DEI-410	秩父神社	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-478	諏訪信仰全国	祭祀	5000+ 社	DEI-010	-	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-479	白山信仰全国	祭祀	2700+ 社	DEI-195	-	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-480	富士山信仰全国	祭祀	-	DEI-197	-	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-481	八幡信仰全国	祭祀	40000+ 社	DEI-181	-	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-482	稲荷信仰全国	祭祀	30000+ 社	DEI-032	SHR-035	全国	秦氏	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-483	天満宮全国	祭祀	-	-	SHR-072	全国	-	-	諸社伝	-	-	菅原道真	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-484	春日信仰全国	祭祀	-	-	SHR-012	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-485	熊野信仰全国	祭祀	王子社	-	-	全国	-	-	諸社伝	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-486	琉球神道(全)	祭祀	-	DEI-253	-	琉球	琉球王家	-	おもろさうし	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-487	おもろさうし	神話編集	琉球古文献	-	-	琉球	-	-	おもろさうし	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-488	琉球王朝祭祀	祭祀	1429-1879	DEI-257	-	琉球	琉球王家	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-489	薩摩侵攻琉球	政治	1609	-	-	琉球|薩摩	薩摩藩	-	諸記録	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-490	琉球処分	政治	1879	-	-	琉球	-	-	近代	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-491	アイヌ祭祀	祭祀	北海道	-	-	北海道	-	-	諸民俗	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-492	アイヌ・カムイ	祭祀	-	-	-	北海道	-	-	諸民俗	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-493	イオマンテ	祭祀	アイヌ熊送り	-	-	北海道	-	-	諸民俗	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-494	コタン	地方	アイヌ集落	-	-	北海道	-	-	諸民俗	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-495	アイヌ語地名	地方	-	-	-	北海道|東北	-	-	諸民俗	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-496	続縄文文化	考古	北海道	-	-	北海道	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-497	擦文文化	考古	北海道	-	-	北海道	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-498	オホーツク文化	考古	北海道	-	-	北海道	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-499	古代蝦夷文化	考古	東北	-	-	陸奥|出羽	-	-	発掘	-	-	-	-	-	-	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
MOTIF-500	縄文文化総体	考古	BCE 14000-300	-	-	全国	-	-	発掘	-	-	-	-	-	縄文文化(集合カテゴリ)	under_review	interpretive	2026-05-25T00:00:00	claude	auto-init: 初期値
