shrine_id	extended_summary	history	rituals_culture	primary_sources	external_links
SHR-011	【概要】石上神宮(いそのかみじんぐう)、奈良県天理市布留町、大和国の古社、物部氏の総氏神。主祭神は布都御魂大神(ふつのみたまのおおかみ)で、国譲りの神剣・布都御魂剣(神武東征時にタケミカヅチが下した韴霊剣=さじふつのみたまのつるぎ)の御霊。【物部氏軍事祭祀】古代軍事氏族・物部氏が代々祭祀を司り、武器庫を兼ねた古社、神剣・神器の奉斎拠点。【七支刀(しちしとう)】境内所蔵の七支刀(国宝、4世紀後半、百済王から倭王に献上された剣、銘文「百済王世子奇生聖音…」)は東アジア古代史の最重要史料の一。【禁足地発掘】明治7(1874)年、禁足地(古来立入禁止の聖域)を発掘、神剣・玉等が出土、布都御魂剣の現存と古代物部祭祀の物質的裏付け。【拝殿】拝殿は鎌倉初期の建立で国宝。【百済王朝との関係】七支刀の存在は4世紀末-5世紀初の百済〜倭関係を示す決定的証拠、好太王碑(414年)と並ぶ。	【創建】崇神朝に物部氏祭祀地として整備、神武東征時にタケミカヅチが下した韴霊剣(布都御魂剣)を祀ったのが起源(『日本書紀』神武紀、『古語拾遺』)。【古代】物部氏は神武東征時から軍事氏族として朝廷に仕え、石上神宮を武器庫兼祭祀拠点として運営。【6世紀】物部守屋が崇仏派蘇我馬子・厩戸皇子と対立、587年丁未の乱で守屋敗死、物部宗家衰退、しかし石上神宮祭祀は石上麻呂(左大臣、天武持統朝)系統で継承。【中世以降】神宮号は古代から、明治の神宮制度でも上位格付け。【近代】明治7年の禁足地発掘が画期、考古学的に古代祭祀を実証。	【でんでん祭(神剣渡御祭)】1/14、神剣の御霊を祀る古代軍事祭祀の遺存。【神武祭】4月、神武東征伝承を背景とした祭礼。【ふるまつり(布留祭)】10/15、例大祭。【鶏の神使】境内には神鶏(白色レグホン等)が放し飼い、神使として古来から飼育。【天孫降臨木】「天皇磐境(すめろぎいわさか)」と呼ばれる磐座が境内に残存。	古事記(神代下 神武段)|日本書紀(神武紀・崇神紀)|先代旧事本紀(物部氏伝承)|延喜式神名帳|七支刀銘文	石上神宮 https://www.isonokami.jp/
SHR-012	【概要】春日大社、奈良県奈良市春日野町、春日山(花山・芳山・春日山の総称)の麓に鎮座する藤原氏氏神社。主祭神は四柱を四殿に分けて祀る独特の形式 — 第一殿:武甕槌命(鹿島から勧請)、第二殿:経津主命(香取から勧請)、第三殿:天児屋根命(枚岡=中臣氏祖神)、第四殿:比売神(天児屋根の妻、DEI-154)。【創建】神護景雲2(768)年、藤原永手・八束らが御蓋山(みかさやま、現春日山)に四神を勧請して創建、藤原氏が氏神社として整備。【20年式年造替】寛仁元(1017)年から20年毎に社殿を建て替える式年造替制度、第60次造替は令和元-3(2019-2021)年実施。【石燈籠・釣燈籠】境内に石燈籠約2000基・釣燈籠約1000基(計約3000基)が並び、春・秋の万燈籠は幻想的。【興福寺との習合】中世以降、興福寺(藤原氏氏寺)と神仏習合、「春日大明神=釈迦曼荼羅」の本地垂迹で春日曼荼羅(中世絵画の重要分野)を発達。	【創建】神護景雲2(768)年、藤原永手・八束による創建。【平安期】藤原氏の隆盛と共に発展、藤原氏出身の皇后・摂関の参拝、勅祭社化(春日祭は宮中三大勅祭)。【中世】興福寺と神仏習合形式で運営、春日権現験記(国宝、絵巻物)等の文化財を生む。摂関政治期から鎌倉期に最盛。【近世】江戸幕府も崇敬篤く、徳川綱吉が春日大社造替に資金援助。【近代】明治の神仏分離で興福寺と分離、春日大社単独運営。【世界遺産】1998年「古都奈良の文化財」として世界遺産登録。【現代】鹿は神使として奈良公園に約1200頭が放し飼い、天然記念物として保護。	【春日祭】3/13、宮中三大勅祭の一(賀茂祭・石清水祭と共に)、平安初期からの古代国家祭祀。【若宮おん祭】12/15-18、春日大社摂社・若宮神社の例祭、田楽・神楽・能・狂言・流鏑馬・闘鶏等100以上の芸能奉納、日本最古層の祭礼文化、重要無形民俗文化財。【節分万燈籠】2月節分、約3000基の燈籠に火を灯す幻想的行事。【中元万燈籠】8/14-15、お盆の万燈籠。	延喜式神名帳|春日権現験記(国宝)|興福寺縁起|春日大社造替記|公卿補任	春日大社 https://www.kasugataisha.or.jp/ / 国会図書館 春日権現験記 https://dl.ndl.go.jp/pid/2591425
SHR-013	【概要】賀茂別雷神社(かもわけいかづちじんじゃ、通称・上賀茂神社)、京都市北区上賀茂本山、山城国一宮。主祭神は賀茂別雷大神(かもわけいかづちのおおかみ、DEI-122、賀茂氏祖神)。下鴨神社(賀茂御祖神社=かもみおやじんじゃ、SHR-014)と一対で「賀茂社」と総称、京都最古級の神社。【神話】玉依姫命(かもの玉依姫)が賀茂川で禊する際に流れてきた丹塗りの矢に感じて懐妊、生まれた子が賀茂別雷神 — 中世神話的な処女懐胎説話、賀茂氏始祖神話の核心(『山城国風土記』逸文)。【世界遺産】1994年「古都京都の文化財」として下鴨神社等と共に世界遺産登録。【社殿】本殿・権殿は文久3(1863)年造営の流造、二殿並立、国宝。立砂(たてずな)= 細殿前の白砂で円錐に作られた一対の砂山は、神迎えの依代(よりしろ)で清浄を象徴。	【創建】天武7(678)年社殿造営記録(『山城国風土記』逸文)、それ以前から賀茂氏の祭祀拠点。【平安遷都】桓武天皇平安京遷都(794)以降、皇城鎮護の神として崇敬。賀茂祭(葵祭)が宮中三大勅祭の一として制度化。【中世以降】式年遷宮を21年周期で実施、現本殿は文久3(1863)年造営。【近代】明治の神仏分離後も継続崇敬、戦後も独立神社として運営。【世界遺産】1994年登録。	【賀茂祭(葵祭)】5/15、宮中三大勅祭の一(石清水祭・春日祭と共に)、平安貴族装束で京都御所→下鴨→上賀茂を行列する平安絵巻、日本最古の祭礼文化、重要無形民俗文化財。【御阿礼神事(みあれしんじ)】5/12夜、賀茂別雷神の降臨地・神山(こうやま)で執行される非公開古祭。【夏越大祓】6/30、茅の輪くぐり。【烏相撲】9/9、賀茂氏祖神話の八咫烏に因む。【競馬会神事(くらべうまえしんじ)】5/5、本社競馬会(おうま)。	延喜式神名帳|山城国風土記逸文|賀茂縁起|新撰姓氏録|公卿補任|玉葉	上賀茂神社 https://www.kamigamojinja.jp/
SHR-014	【概要】賀茂御祖神社(かもみおやじんじゃ、通称・下鴨神社)、京都市左京区下鴨泉川町、山城国に鎮座、上賀茂神社と一対の賀茂社。主祭神は玉依姫命(賀茂別雷の母、DEI-121)と賀茂建角身命(かもたけつぬみのみこと、賀茂氏祖、DEI-120)を二殿に分けて祀る。【糺の森(ただすのもり)】境内に広がる原生林・糺の森(36,000坪、約12万㎡)は古代から続く森林、御手洗川・泉川等の清流が流れる。京都市街地で唯一の原生林級の自然環境。【世界遺産】1994年「古都京都の文化財」として上賀茂神社等と共に世界遺産登録。【賀茂氏祖神話】神武東征時、八咫烏が神武を導いたとされるが、八咫烏が賀茂建角身命の化身と『新撰姓氏録』『山城国風土記』逸文で語られる、賀茂氏が皇統補佐の古代氏族としての神格化。【式年遷宮】21年周期、現本殿は文久3(1863)年造営、東本殿・西本殿が国宝。	【創建】神武東征伝承(『新撰姓氏録』)、賀茂氏祭祀の古層拠点として継続。【平安期】桓武天皇平安遷都(794)以降、上賀茂と共に皇城鎮護神社として崇敬、賀茂祭(葵祭)制度化。【中世以降】式年遷宮21年周期で社殿維持。【近代】明治神道国家化の中でも独立性維持。【世界遺産】1994年登録。【文化財】境内に重要文化財・国宝多数(国宝2棟・重文53棟)。	【賀茂祭(葵祭)】5/15、上賀茂と共催の宮中三大勅祭。【流鏑馬神事】5/3(賀茂祭前儀)、糺の森の馬場で執行、古代から続く武芸神事。【御手洗祭】7月土用、御手洗池に足を浸して無病息災を祈る「足つけ神事」、夏の風物詩。【御蔭祭(みかげさい)】5/12、賀茂別雷神の母神霊を御蔭山から下鴨に迎える神事。	延喜式神名帳|新撰姓氏録|山城国風土記逸文|賀茂縁起|玉葉	下鴨神社 https://www.shimogamo-jinja.or.jp/
SHR-015	【概要】住吉大社、大阪市住吉区住吉、摂津国一宮、海上守護・歌道の神として古来崇敬厚し。主祭神は住吉三神(底筒男・中筒男・表筒男、DEI-164/165/166)と神功皇后(DEI-183)の四柱、独特の配置 — 第一本宮(表筒男)・第二本宮(中筒男)・第三本宮(底筒男)が縦に並び、第四本宮(神功皇后)が第三本宮の左に並列する。【住吉造】本殿4棟は「住吉造(すみよしづくり)」と呼ばれる古層神社建築形式、全て国宝。神明造・大社造と並ぶ最古層の神社建築様式の一で、唯一住吉大社にのみ純粋形で残る。【神功皇后の三韓征伐】仲哀天皇が筑紫橿日宮で熊襲征伐を計画中、神功皇后に憑依した住吉三神(底筒・中筒・表筒)が「西の国(新羅)に黄金・金銀の国あり、それを取れ」と託宣、神功の三韓征伐成功(『日本書紀』神功紀)、その凱旋後に住吉三神を祀ったのが起源。【遣唐使・遣隋使】古代から海上交通の最重要祭祀拠点、遣隋使・遣唐使も住吉大社で安全祈願。【太鼓橋】反橋(そりはし、別称「太鼓橋」)が境内の象徴、川端康成『反橋』の題名にもなる。	【創建】神功皇后摂政11年(伝承)の創建、神功皇后凱旋時に住吉三神を祀ったのが起源(『住吉大社神代記』)。【古代】古代から朝廷崇敬厚く、津守(つもり)氏が代々社家。【中世】住吉明神は和歌・連歌の神として歌人崇敬、藤原俊成・定家・西行等の参拝。【近世】大阪商人の崇敬篤く商売繁盛の神化。【明治】神仏分離で独立、住吉大社単独運営。【現代】初詣に毎年200万人超が訪れる関西屈指の人気神社。	【住吉祭】7/30-8/1、大阪三大夏祭の一(天神祭・愛染祭と共に)、神輿渡御で大阪市内を巡幸、夏越祭・宵宮祭・神輿渡御祭・荒和大祓神事の連続祭。【卯之葉神事】5月初卯日、神功皇后凱旋の卯日に因む古祭。【御田植神事】6/14、宮中三大御田植神事の一、重要無形民俗文化財。【白馬神事】1/7、神馬を奉る古祭。	古事記(神代上 禊段・仲哀応神段)|日本書紀(神代上 第六段・神功紀)|住吉大社神代記(現存最古級の神社神代記)|延喜式神名帳|新撰姓氏録	住吉大社 http://www.sumiyoshitaisha.net/
SHR-016	【概要】宇佐神宮(うさじんぐう)、大分県宇佐市南宇佐、豊前国一宮、八幡信仰の総本宮で全国2万余の八幡社の本社。三神(応神天皇=第一殿・比売大神=第二殿・神功皇后=第三殿)を祀る八幡三神信仰の中核。【八幡神話】欽明朝の御許山(おもとさん、宇佐神宮南方の聖山)降臨伝承(社伝、L2)が起源、神亀2(725)年現社殿造営、天平勝宝元(749)年に「八幡大菩薩」号授与(日本初の神への菩薩号、神仏習合の最初の正式例、『続日本紀』)。【道鏡事件】神護景雲3(769)年、和気清麻呂が宇佐神託「皇緒(こうしょ)を以て継ぐべし」を奉じて道鏡の皇位簒奪を阻止、皇統護持神として中央祭祀化(L0、史実)。【石清水勧請】貞観元(859)年、行教が宇佐から京都男山(石清水八幡宮)に勧請、八幡信仰の関東展開の起点。【建築】本殿は文久2(1862)年再建、八幡造(はちまんづくり)と呼ばれる前殿・後殿の二殿並列形式、国宝。	【創建】欽明朝の御許山降臨伝承(社伝)。【奈良期】神亀2(725)年現社殿造営、天平勝宝元(749)年に八幡大菩薩号授与、東大寺大仏造立にも宇佐神が「協力する」と託宣を出して上京、神仏習合の出発点。【平安期】道鏡事件(769)で皇統護持神化、石清水勧請(859)で八幡信仰関東展開。【鎌倉期】源頼朝以降、武家の崇敬篤く、源氏氏神化(石清水→鶴岡経由)。【近世】豊前藩主の崇敬。【明治】神仏分離で八幡大菩薩号剥奪、応神天皇に名称統一。	【放生会(ほうじょうえ)】9/15-9/18、隔年で「行幸会」として勅使派遣、捕らえた生き物を放つ仏教的祭儀の神社版、神仏習合の遺存形態。【御神幸祭】7月、夏越祭。【お田植祭】4月、稲作祈願。【宇佐神楽】古代から伝わる祭祀舞、重要無形民俗文化財。	日本書紀|宇佐八幡宮託宣集(嘉元2年=1304)|続日本紀(天平勝宝元年)|延喜式神名帳|風土記諸逸文(豊前)	宇佐神宮 http://www.usajinguu.com/
SHR-017	【概要】枚岡神社(ひらおかじんじゃ)、大阪府東大阪市出雲井町、河内国一宮、藤原(中臣)氏祖神社。主祭神は天児屋根命(あめのこやねのみこと、藤原氏祖)・比売御神(天児屋根の妻)・経津主命(香取祭神)・武甕槌命(鹿島祭神)の四柱。【春日大社の元宮】春日大社(神護景雲2=768創建)に四神が勧請された際の元宮で、「元春日(もとかすが)」とも称される。古代中臣氏の祭祀拠点として春日大社以前から鎮座、藤原氏中央進出後も中臣氏分家が祭祀継承。【神武東征縁起】神武東征時、天種子命(中臣氏祖、天児屋根命の孫)が国の安泰を祈願したのが起源(社伝、L3)、神武天皇が大阪湾から大和に侵入する際の主要祭祀地。	【創建】神武東征時の天種子命祈願伝承。【古代】中臣氏(後の藤原氏)祖神祭祀の拠点、宮中祭祀の中軸。【神護景雲2(768)】春日大社へ四神勧請、以後「元春日」と称される。【平安期】中臣氏宗家(藤原氏は別流)が継承、河内国一宮としての地位。【中世以降】河内国における中央祭祀拠点としての位置を維持。【近代】明治の格付けで官幣大社。	【注連縄掛(しめなわかけ)神事】12/25、年末の大祓・新年迎えの古代祭祀。【お笑い神事】注連縄掛神事の中で参拝者が大声で笑う独特の神事、神宿りの賑わいを表現。【秋郷祭】10/14-15、東大阪市の秋祭の中軸。【お粥占い】1/15、小正月の作柄占い。	延喜式神名帳|新撰姓氏録|河内国風土記|公卿補任	枚岡神社 https://hiraoka-jinja.org/
SHR-018	【概要】氷川神社(ひかわじんじゃ)、埼玉県さいたま市大宮区高鼻町、武蔵国一宮で関東を代表する古社。主祭神は須佐之男命・稲田姫命・大己貴命(大国主)の三柱、出雲神話関連神格を中心に据える。【「氷川」の由来】「氷川(ひかわ)」=出雲を流れる「簸川(ひのかわ=斐伊川)」を語源とする説(社伝、L2)、出雲族の東国移住伝承の物質的痕跡か。武蔵国造の祖神祭祀拠点として古代から鎮座、関東の出雲ともいうべき位置。【全国氷川社網】総本社として全国に約280社の氷川神社が分布、関東に集中(280社中230社余が関東)。【参道】境内まで2km続く参道は日本最長級、ケヤキ・クスノキ等の巨樹が並ぶ。【准勅祭社】明治元(1868)年、明治天皇が東京遷都直後に親拝、武蔵国の総鎮守として准勅祭社の格を得る。	【創建】孝昭朝勧請伝承(L3、社伝)、考古学的には武蔵国造の祭祀拠点として4-5世紀に遡る可能性。【古代】武蔵国造(无邪志国造・知々夫国造)の祭祀権の中心。【中世以降】武蔵国一宮として安定継承、北条氏・徳川氏も崇敬篤し。【明治】明治元年の明治天皇親拝で准勅祭社、武蔵国総鎮守化。【現代】さいたま市の象徴的神社、初詣参拝者200万人超で全国上位。	【大湯祭(だいとうさい・じゅうかいち)】12/10、十日市とも呼ばれる年末大祭、武蔵国最大級の市が立つ、約2000の露店出店。【例大祭】8/1、本社の根幹祭礼。【御鎮座祭】4/5、古代祭祀の継承。【神紋】八雲(やくも)、出雲ルーツを示す。	延喜式神名帳|武蔵国総社縁起|武蔵風土記|新編武蔵風土記稿	氷川神社 http://musashiichinomiya-hikawa.or.jp/
SHR-039	【概要】三嶋大社(みしまたいしゃ)、静岡県三島市大宮町、伊豆国一宮、東海道随一の古社。主祭神は大山祇命(おおやまつみのみこと、山岳神格、伊予の大山祇神社と同神)と積羽八重事代主神(つみはやえことしろぬしのかみ、商業・釣の神、出雲神話の事代主と同神)の二柱を相殿に祀る。【源頼朝崇敬】治承4(1180)年、伊豆配流中の源頼朝が三嶋大社に源氏再興を祈願して挙兵、平家追討に成功(『吾妻鏡』)。鎌倉幕府開幕後も篤い崇敬を寄せ、関東武家の崇敬篤い。【伊豆国一宮】伊豆半島の宗教的中心として古代から機能、富士山・伊豆山と並ぶ東海地方の三大霊地。【三嶋暦】三嶋大社の社家・河合家が江戸期まで作成した「三嶋暦」は仮名暦の代表例、文化財として残存。	【創建】古代の創建、伊豆国造祭祀拠点。【中世】源頼朝の挙兵祈願(1180)を機に関東武家の崇敬篤く、鎌倉幕府以降中世武家政権の支援を受ける。【近世】徳川家代々参拝、東海道の宿場町・三島宿の中心。【明治】明治の祭政一致政策で旧国幣大社。【現代】源頼朝旗揚げの神社として歴史ファンの聖地、初詣参拝者60万人。	【例大祭】8/15-17、源頼朝旗揚げの日(8/17が頼朝挙兵の日)に因む。【田打神事】1/7、稲作祈願の古層神事。【お田打祭】2月、田打神事の総合儀礼。【流鏑馬神事】8/16、武家祈願の遺存。	延喜式神名帳|吾妻鏡|伊豆国神階帳|新編伊豆国誌	三嶋大社 https://www.mishimataisha.or.jp/
SHR-040	【概要】寒川神社(さむかわじんじゃ)、神奈川県高座郡寒川町宮山、相模国一宮、神奈川県唯一の旧国幣中社。主祭神は寒川比古命・寒川比女命の二柱(寒川大明神とも総称)、八方除(はっぽうよけ=全方位の災厄除け)信仰で関東一円に崇敬広がる古社。【八方除信仰】「方位除け・八方除け」の総本宮として独自地位、星祭・節分・地鎮祭等の方位祭祀の頂点。陰陽道的方位観念と神道祭祀の結合体。【相模国一宮】相模国(現神奈川県)の宗教的中心、関東古代国造制度の中軸祭祀。【源頼朝も社殿修造】鎌倉幕府以降、武家政権の崇敬篤く、源頼朝も社殿修造、徳川家代々参拝。	【創建】雄略朝勧請伝承(L3、社伝)。【古代】相模国造の祭祀拠点、八方除信仰の起源は古代の方位禁忌に遡る。【中世】源頼朝の篤い崇敬、相模国一宮として中世武家政権下で安定継承。【近世】徳川家の崇敬篤く、伊豆国三嶋大社と並ぶ東海地方の重要神社。【明治】格付けで国幣中社、神奈川県唯一の高格。【現代】八方除祈祷は年間100万人超が来社、現代も方位除けの中心神社。	【迎春祈祷祭】1月、八方除新年祈祷。【追儺祭】2/3、節分の悪霊払い。【八方除祈願祭】通年、参拝者が個別に祈祷を申し込む。【国府祭(こうのまち)】5/5、相模国府(高麗・大住・大磯)の総社祭、相模国府交流の遺存。	延喜式神名帳|寒川神社略記|新編相模国風土記稿	寒川神社 https://samukawajinjya.jp/
